fips,county,state,trump,clinton
53025,Grant,Washington,18518,7810
53027,Grays Harbor,Washington,14067,12020
53045,Mason,Washington,13677,11993
53071,Walla Walla,Washington,13651,9694
53021,Franklin,Washington,13206,8886
53065,Stevens,Washington,15161,5767
53075,Whitman,Washington,7403,8146
53037,Kittitas,Washington,10100,7489
53031,Jefferson,Washington,6037,12656
53047,Okanogan,Washington,9610,6298
53017,Douglas,Washington,9603,4918
53039,Klickitat,Washington,5789,4194
53055,San Juan,Washington,2688,7172
53003,Asotin,Washington,5741,3134
53049,Pacific,Washington,5360,4620
53051,Pend Oreille,Washington,4373,1934
53043,Lincoln,Washington,4108,1244
53001,Adams,Washington,3083,1299
53059,Skamania,Washington,2928,2232
53019,Ferry,Washington,2202,1098
53023,Garfield,Washington,851,279
53069,Wahkiakum,Washington,1344,832
53013,Columbia,Washington,1497,526
54039,Kanawha,West Virginia,43850,28263
54003,Berkeley,West Virginia,28244,12321
54061,Monongalia,West Virginia,18432,14699
54107,Wood,West Virginia,25434,8400
54011,Cabell,West Virginia,19850,11447
54081,Raleigh,West Virginia,22048,6443
54033,Harrison,West Virginia,18750,7694
54079,Putnam,West Virginia,17788,5884
54037,Jefferson,West Virginia,13204,9518
54049,Marion,West Virginia,14668,6964
54055,Mercer,West Virginia,17404,4704
54069,Ohio,West Virginia,11139,5493
54019,Fayette,West Virginia,10357,4290
54099,Wayne,West Virginia,11152,3357
54025,Greenbrier,West Virginia,9556,3765
54051,Marshall,West Virginia,9666,2918
54029,Hancock,West Virginia,8909,3262
54077,Preston,West Virginia,9538,2470
54045,Logan,West Virginia,9897,2092
54035,Jackson,West Virginia,9020,2663
54057,Mineral,West Virginia,9070,2050
54083,Randolph,West Virginia,7629,2735
54053,Mason,West Virginia,7654,2081
54009,Brooke,West Virginia,6625,2568
54067,Nicholas,West Virginia,7251,1840
54059,Mingo,West Virginia,7911,1370
54097,Upshur,West Virginia,7005,1766
54005,Boone,West Virginia,6504,1790
54027,Hampshire,West Virginia,6692,1580
54109,Wyoming,West Virginia,6547,1062
54065,Morgan,West Virginia,5732,1573
54043,Lincoln,West Virginia,5307,1459
54041,Lewis,West Virginia,5274,1347
54091,Taylor,West Virginia,4733,1491
54103,Wetzel,West Virginia,4519,1359
54047,McDowell,West Virginia,4629,1438
54001,Barbour,West Virginia,4527,1222
54063,Monroe,West Virginia,4443,1111
54031,Hardy,West Virginia,4274,1155
54087,Roane,West Virginia,3781,1222
54007,Braxton,West Virginia,3537,1321
54023,Grant,West Virginia,4346,512
54089,Summers,West Virginia,3455,1190
54085,Ritchie,West Virginia,3405,496
54095,Tyler,West Virginia,2996,507
54075,Pocahontas,West Virginia,2496,928
54093,Tucker,West Virginia,2565,751
54071,Pendleton,West Virginia,2398,729
54073,Pleasants,West Virginia,2358,621
54101,Webster,West Virginia,2302,556
54015,Clay,West Virginia,2300,568
54017,Doddridge,West Virginia,2358,362
54013,Calhoun,West Virginia,2035,456
54021,Gilmer,West Virginia,1896,545
54105,Wirt,West Virginia,1911,386
55079,Milwaukee,Wisconsin,126069,288822
55025,Dane,Wisconsin,71275,217697
55133,Waukesha,Wisconsin,142543,79224
55009,Brown,Wisconsin,67210,53382
55101,Racine,Wisconsin,46681,42641
55087,Outagamie,Wisconsin,49879,38068
55139,Winnebago,Wisconsin,43445,37047
55131,Washington,Wisconsin,51740,20852
55059,Kenosha,Wisconsin,36037,35799
55105,Rock,Wisconsin,31493,39339
55073,Marathon,Wisconsin,39014,26481
55063,La Crosse,Wisconsin,26378,32406
55117,Sheboygan,Wisconsin,32514,23000
55035,Eau Claire,Wisconsin,23331,27340
55089,Ozaukee,Wisconsin,30464,20170
55039,Fond du Lac,Wisconsin,31022,17387
55127,Walworth,Wisconsin,28863,18710
55109,St. Croix,Wisconsin,26222,17482
55055,Jefferson,Wisconsin,23417,16569
55027,Dodge,Wisconsin,26635,13968
55071,Manitowoc,Wisconsin,23244,14538
55097,Portage,Wisconsin,17305,18529
55141,Wood,Wisconsin,21498,14225
55017,Chippewa,Wisconsin,17916,11887
55111,Sauk,Wisconsin,14799,14690
55021,Columbia,Wisconsin,14163,13528
55015,Calumet,Wisconsin,15367,9642
55135,Waupaca,Wisconsin,16209,8451
55043,Grant,Wisconsin,12350,10051
55095,Polk,Wisconsin,13810,7565
55005,Barron,Wisconsin,13614,7889
55031,Douglas,Wisconsin,9661,11357
55033,Dunn,Wisconsin,11486,9034
55085,Oneida,Wisconsin,12132,8109
55093,Pierce,Wisconsin,11272,8399
55075,Marinette,Wisconsin,13122,6409
55083,Oconto,Wisconsin,13345,5940
55115,Shawano,Wisconsin,12769,6068
55081,Monroe,Wisconsin,11356,7052
55045,Green,Wisconsin,8693,9122
55029,Door,Wisconsin,8580,8014
55069,Lincoln,Wisconsin,8401,5371
55123,Vernon,Wisconsin,7004,6371
55121,Trempealeau,Wisconsin,7366,5636
55019,Clark,Wisconsin,8652,4221
55125,Vilas,Wisconsin,8166,4770
55049,Iowa,Wisconsin,4809,6669
55137,Waushara,Wisconsin,7667,3791
55057,Juneau,Wisconsin,7130,4073
55061,Kewaunee,Wisconsin,6618,3627
55067,Langlade,Wisconsin,6478,3250
55001,Adams,Wisconsin,5966,3745
55007,Bayfield,Wisconsin,4124,4953
55119,Taylor,Wisconsin,6579,2393
55047,Green Lake,Wisconsin,6216,2693
55053,Jackson,Wisconsin,4906,3818
55129,Washburn,Wisconsin,5436,3282
55113,Sawyer,Wisconsin,5185,3503
55013,Burnett,Wisconsin,5410,2949
55103,Richland,Wisconsin,4013,3569
55003,Ashland,Wisconsin,3303,4226
55077,Marquette,Wisconsin,4709,2808
55023,Crawford,Wisconsin,3836,3419
55065,Lafayette,Wisconsin,3977,3288
55099,Price,Wisconsin,4559,2667
55107,Rusk,Wisconsin,4564,2171
55011,Buffalo,Wisconsin,4048,2525
55041,Forest,Wisconsin,2787,1579
55091,Pepin,Wisconsin,2206,1344
55051,Iron,Wisconsin,2081,1275
55037,Florence,Wisconsin,1898,665
55078,Menominee,Wisconsin,267,1002
56021,Laramie,Wyoming,24847,11573
56025,Natrona,Wyoming,23552,6577
56005,Campbell,Wyoming,15778,1324
56037,Sweetwater,Wyoming,12154,3231
56001,Albany,Wyoming,7602,6890
56013,Fremont,Wyoming,11167,4200
56029,Park,Wyoming,11115,2535
56033,Sheridan,Wyoming,10266,2927
56039,Teton,Wyoming,3921,7314
56023,Lincoln,Wyoming,6779,1105
56041,Uinta,Wyoming,6154,1202
56009,Converse,Wyoming,5520,668
56007,Carbon,Wyoming,4409,1279
56015,Goshen,Wyoming,4418,924
56003,Big Horn,Wyoming,4067,604
56031,Platte,Wyoming,3437,719
56019,Johnson,Wyoming,3477,638
56035,Sublette,Wyoming,3409,644
56011,Crook,Wyoming,3348,273
56043,Washakie,Wyoming,2911,532
56045,Weston,Wyoming,3033,299
56017,Hot Springs,Wyoming,1939,400
56027,Niobrara,Wyoming,1116,115
